...1,Date,AveragePrice,Total Volume,Size_Small,Size_Large,Size_XL,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
10,2017-10-22,1.49,1968638.86,924450.62,360936.46,84635.32,598616.46,551747.52,15614.96,31253.98,conventional,2017,LosAngeles
11,2017-10-15,1.67,1779831.36,741758.67,385402.67,94134.88,558535.14,509468.27,15849.71,33217.16,conventional,2017,LosAngeles
12,2017-10-08,1.8,1711267.24,753730.08,343707.72,91288.33,522541.11,475271.7,17349.06,29920.35,conventional,2017,LosAngeles
13,2017-10-01,1.77,1697028.59,725653.31,335816.39,78098.02,557460.87,510568.78,17512.89,29379.2,conventional,2017,LosAngeles
14,2017-09-24,1.75,1760610.46,768658.64,337637.65,79407.42,574906.75,529354.38,16258.82,29293.55,conventional,2017,LosAngeles
15,2017-09-17,1.73,1865690.48,837463.16,357662.06,84556.11,586009.15,543636.79,13163.62,29208.74,conventional,2017,LosAngeles
16,2017-09-10,1.74,1969051.97,898753.94,359807.34,94971.16,615519.53,568315.4,14394.75,32809.38,conventional,2017,LosAngeles
17,2017-09-03,1.61,2176974.29,1050438.58,441327.04,112400.98,572807.69,521219.23,15575.83,36012.63,conventional,2017,LosAngeles
18,2017-08-27,1.66,2117126.8,1096036.21,344686.36,105558.18,570846.05,523454.36,14650.86,32740.83,conventional,2017,LosAngeles
19,2017-08-20,1.45,2309865.74,1207541.43,324882.97,99791.22,677650.12,618120.14,22264.21,37265.77,conventional,2017,LosAngeles
20,2017-08-13,1.19,2832849.85,1412649.35,452871.67,120591.71,846737.12,784481.79,21556.57,40698.76,conventional,2017,LosAngeles
21,2017-08-06,1.22,2742628.31,1359069.5,414552.66,109001.34,860004.81,793163.78,20822.11,46018.92,conventional,2017,LosAngeles
22,2017-07-30,1.39,2426027.85,1263812.03,399835.58,100595.71,661784.53,603467.35,18679.7,39637.48,conventional,2017,LosAngeles
23,2017-07-23,1.38,2484918.32,1266618.54,407573.08,99404.46,711322.24,652958.02,12421.66,45942.56,conventional,2017,LosAngeles
24,2017-07-16,1.37,2558156.26,1327685.51,409058.25,105463.36,715949.14,658086.39,14421.29,43441.46,conventional,2017,LosAngeles
25,2017-07-09,1.12,3382974.98,1520215.45,437585.1,87693.03,1337481.4,1285980.32,788.55,50712.53,conventional,2017,LosAngeles
26,2017-07-02,1.07,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18,conventional,2017,LosAngeles
27,2017-06-25,0.92,3655667.22,1609002.4,414532.82,90801.1,1541330.9,1496630.45,696.59,44003.86,conventional,2017,LosAngeles
28,2017-06-18,0.99,3631321.55,1581223.4,480083.42,93204.86,1476809.87,1424124.05,963.71,51722.11,conventional,2017,LosAngeles
29,2017-06-11,0.99,3390850.94,1280363.31,415143.16,96489.25,1598855.22,1550403.66,468.39,47983.17,conventional,2017,LosAngeles
30,2017-06-04,0.96,3637220.72,1330141.06,418291.29,89031.2,1799757.17,1761072.22,559.34,38125.61,conventional,2017,LosAngeles
31,2017-05-28,1.13,3243908.89,1296066.67,466479.64,102414.38,1378948.2,1324066.55,300.84,54580.81,conventional,2017,LosAngeles
32,2017-05-21,1.14,2921916.66,1169688.69,428611.48,91670.96,1231945.53,1178399.48,401.84,53144.21,conventional,2017,LosAngeles
33,2017-05-14,0.94,3551402.91,1376168.79,430527.04,88215.9,1656491.18,1602634.76,674.27,53182.15,conventional,2017,LosAngeles
34,2017-05-07,0.87,4214313.1,1745366.17,583071.39,97893.53,1787982.01,1727340.36,488.13,60153.52,conventional,2017,LosAngeles
35,2017-04-30,0.99,3299258.02,1329981.71,518018.74,105295.61,1345961.96,1286252.05,686.15,59023.76,conventional,2017,LosAngeles
36,2017-04-23,1.04,3074226.19,1118405.84,429077.76,108744.24,1417998.35,1358189.5,3262.06,56546.79,conventional,2017,LosAngeles
37,2017-04-16,1.18,2789630.4,1044500.39,455872.03,109370.93,1179887.05,1117995.97,574.14,61316.94,conventional,2017,LosAngeles
38,2017-04-09,1.01,2993246.61,957440.04,408516.09,106825.66,1520464.82,1460394.98,10162.56,49907.28,conventional,2017,LosAngeles
39,2017-04-02,0.98,3100355.01,975079.42,428361.34,95594.45,1601319.8,1542667.95,11742.19,46909.66,conventional,2017,LosAngeles
40,2017-03-26,1.12,2583323.58,861802.43,418362.3,83244.93,1219913.92,1168719.39,1177.9,50016.63,conventional,2017,LosAngeles
41,2017-03-19,1.11,2737872.14,965781.76,422615.12,89296.88,1260178.38,1209897.81,2474.78,47805.79,conventional,2017,LosAngeles
42,2017-03-12,1.12,2633574.94,974290.82,439065.83,94533.02,1125685.27,1067166.21,4495.49,54023.57,conventional,2017,LosAngeles
43,2017-03-05,0.99,2768930.88,897311.08,518369.51,83307.14,1269943.15,1214991.2,6376.28,48575.67,conventional,2017,LosAngeles
44,2017-02-26,0.82,2935077.5,980146.15,477454.27,70872.57,1406604.51,1341305.37,33291.9,32007.24,conventional,2017,LosAngeles
45,2017-02-19,0.79,3033918.41,1029674.7,493496.38,68553.91,1442193.42,1277346.26,130416.16,34431,conventional,2017,LosAngeles
46,2017-02-12,0.64,3625630.64,1181120.66,592688.22,61331.51,1790490.25,1664506.69,81240.11,44743.45,conventional,2017,LosAngeles
47,2017-02-05,0.53,5470227.08,1741607.02,937331.61,89678.63,2701609.82,2656630.42,3465.7,41513.7,conventional,2017,LosAngeles
48,2017-01-29,0.6,4230448.98,1439453.61,741369.62,67607.57,1982018.18,1923042.64,29993.97,28981.57,conventional,2017,LosAngeles
49,2017-01-22,0.62,4215552.57,1715034.11,663032.28,61799.24,1775686.94,1710186.48,39625.95,25874.51,conventional,2017,LosAngeles
50,2017-01-15,0.76,3363407.98,1075572.75,703853.31,61161.98,1522819.94,1442445.76,59205.75,21168.43,conventional,2017,LosAngeles
51,2017-01-08,0.89,3120961.67,969758.4,692908.87,72814.14,1385480.26,1288525.3,72837.94,24117.02,conventional,2017,LosAngeles
52,2017-01-01,0.84,3551337.17,1223299.39,829896.69,56808.74,1441332.35,1332601.11,88931.96,19799.28,conventional,2017,LosAngeles
0,2017-12-31,1.03,578374.5,130774.36,396250.81,922.03,50427.3,46215.9,521.92,3689.48,conventional,2017,Sacramento
1,2017-12-24,1.14,469533.33,128124.6,287781.13,989.68,52637.92,46568.56,579.63,5489.73,conventional,2017,Sacramento
2,2017-12-17,1.2,404548.13,122866.5,225425.46,795.93,55460.24,49298.88,868.99,5292.37,conventional,2017,Sacramento
3,2017-12-10,1.07,474539.47,157173.69,266189.47,910.41,50265.9,45079.72,526.67,4659.51,conventional,2017,Sacramento
4,2017-12-03,1.17,427791,132009,238373,779,56630,52589,502,3539,conventional,2017,Sacramento
5,2017-11-26,1.45,304942,98689,153842,1205,51206,44903,467,5836,conventional,2017,Sacramento
6,2017-11-19,1.45,331472,107079,174514,696,49184,43875,822,4486,conventional,2017,Sacramento
7,2017-11-12,1.23,442150,120349,268009,984,52808,48720,546,3542,conventional,2017,Sacramento
8,2017-11-05,1.36,407622.18,129130.3,234394.74,1020.06,43077.08,38736.42,429.99,3910.67,conventional,2017,Sacramento
9,2017-10-29,1.45,374807.93,120962.4,209801.43,798.13,43245.97,42643.71,515.55,86.71,conventional,2017,Sacramento
10,2017-10-22,1.58,337225.47,93869.48,204224.61,851.79,38279.59,37630.79,468.16,180.64,conventional,2017,Sacramento
11,2017-10-15,1.68,342218.56,89884.18,208158.38,800.92,43375.08,42344.65,833.74,196.69,conventional,2017,Sacramento
12,2017-10-08,1.66,348907.43,94059.88,214294.88,934.78,39617.89,37953.34,1407.04,257.51,conventional,2017,Sacramento
13,2017-10-01,1.74,318071.39,81753.69,191731,927.15,43659.55,41898.82,1572.23,188.5,conventional,2017,Sacramento
14,2017-09-24,1.7,314818.19,89050.27,187831.17,962.78,36973.97,34708.41,2069.24,196.32,conventional,2017,Sacramento
15,2017-09-17,1.61,354589.37,124583.84,189307.81,912.4,39785.32,39044.8,587.02,153.5,conventional,2017,Sacramento
16,2017-09-10,1.63,361079.39,121828.74,195817,1392.93,42040.72,41469.44,98.13,473.15,conventional,2017,Sacramento
17,2017-09-03,1.79,358168.59,122718.22,194468.27,1544.42,39437.68,39031.61,91.47,314.6,conventional,2017,Sacramento
18,2017-08-27,1.87,341841.01,120934.07,178392.05,1937.73,40577.16,39281.66,109.39,1186.11,conventional,2017,Sacramento
19,2017-08-20,1.82,331372.05,117500.89,164389.32,4321.75,45160.09,41838.76,1275.43,2045.9,conventional,2017,Sacramento
20,2017-08-13,1.44,455886.37,142234.49,263667.14,3221.43,46763.31,43675.73,1227.58,1860,conventional,2017,Sacramento
21,2017-08-06,1.46,471016.34,150669.55,267998.44,1923.28,50425.07,47817.62,1200.78,1406.67,conventional,2017,Sacramento
22,2017-07-30,1.41,503413.12,149729.73,306327.51,2243.53,45112.35,42049.24,1129.77,1933.34,conventional,2017,Sacramento
23,2017-07-23,1.46,444230.79,148014.47,247469.68,2242.49,46504.15,43739.04,1268.44,1496.67,conventional,2017,Sacramento
24,2017-07-16,1.58,461109.34,159107.69,257399.67,4592.03,40009.95,37654.57,1102.05,1253.33,conventional,2017,Sacramento
25,2017-07-09,1.44,505422.37,174813.37,267561.36,13473.26,49574.38,46835.01,669.37,2070,conventional,2017,Sacramento
26,2017-07-02,1.55,509256,157249.59,285875.16,12975.27,53155.98,50509.46,676.52,1970,conventional,2017,Sacramento
27,2017-06-25,1.5,492249.41,166509.01,261622.93,9937.63,54179.84,52113.51,561.33,1505,conventional,2017,Sacramento
28,2017-06-18,1.59,448930.73,164647.72,215644.64,10699.93,57938.44,53795.49,757.39,3385.56,conventional,2017,Sacramento
29,2017-06-11,1.55,440572.26,164987.61,210729.68,9745.09,55109.88,50595.08,601.47,3913.33,conventional,2017,Sacramento
30,2017-06-04,1.61,428553.32,160860.42,210208.11,2618.83,54865.96,51366.15,316.75,3183.06,conventional,2017,Sacramento
31,2017-05-28,1.55,481635.83,161377.98,265045.66,1129.2,54082.99,51629.16,373.83,2080,conventional,2017,Sacramento
32,2017-05-21,1.64,403959.96,140005.65,211234.12,1385.95,51334.24,49064.02,475.5,1794.72,conventional,2017,Sacramento
33,2017-05-14,1.56,410450.05,152535.19,199991.54,1396.48,56526.84,54722.49,509.35,1295,conventional,2017,Sacramento
34,2017-05-07,1.4,560446.85,157076.63,348134.91,1707.32,53527.99,49645.28,567.71,3315,conventional,2017,Sacramento
35,2017-04-30,1.62,391714.3,143615.47,197927.08,874.02,49297.73,46808.23,210.89,2278.61,conventional,2017,Sacramento
36,2017-04-23,1.6,370499.27,140311.55,183045.02,1050.45,46092.25,44010.19,117.06,1965,conventional,2017,Sacramento
37,2017-04-16,1.58,370816.51,137216.82,183753.76,1072.94,48772.99,47374.68,158.31,1240,conventional,2017,Sacramento
38,2017-04-09,1.36,431593.41,131487.05,248393.09,1003.61,50709.66,46825.36,5.97,3878.33,conventional,2017,Sacramento
39,2017-04-02,1.58,385734.97,141455.85,192900.99,1102.78,50275.35,48822.5,47.72,1405.13,conventional,2017,Sacramento
40,2017-03-26,1.57,375225.76,136446.55,190537.19,1187.45,47054.57,44746.86,95.41,2212.3,conventional,2017,Sacramento
41,2017-03-19,1.59,372216.08,126853.44,190505.63,1309.84,53547.17,51316.97,38.6,2191.6,conventional,2017,Sacramento
42,2017-03-12,1.61,354782.58,113887.8,189365.17,1980.8,49548.81,47380.73,80.43,2087.65,conventional,2017,Sacramento
43,2017-03-05,1.32,431348.55,162323,212458.59,5241.72,51325.24,50741.89,393.58,189.77,conventional,2017,Sacramento
44,2017-02-26,1.08,499261.3,163501.3,282428.66,6156.19,47175.15,45582.62,242.71,1349.82,conventional,2017,Sacramento
45,2017-02-19,1.2,431830.4,126780.19,247569.1,8981.28,48499.83,45747.06,8.93,2743.84,conventional,2017,Sacramento
46,2017-02-12,1.08,423595.21,173371.46,188127.57,9247.17,52849.01,51822.69,186.04,840.28,conventional,2017,Sacramento
47,2017-02-05,0.98,808808.87,321474.22,418158.93,11962.44,57213.28,56599.1,43.35,570.83,conventional,2017,Sacramento
48,2017-01-29,1.08,513293.45,203929.81,247415.04,7505.24,54443.36,52021.69,35.56,2386.11,conventional,2017,Sacramento
49,2017-01-22,0.98,532733.04,166864.88,321763.18,2248.57,41856.41,41368.62,487.79,0,conventional,2017,Sacramento
50,2017-01-15,1.2,469431.68,147645.88,275717.97,670.73,45397.1,42762.25,2404.85,230,conventional,2017,Sacramento
51,2017-01-08,1.15,506805.15,156654.26,276138.98,642.55,73369.36,66987.7,4336.66,2045,conventional,2017,Sacramento
52,2017-01-01,0.98,526765.64,144876.31,339664.16,660.97,41564.2,37920.98,2018.22,1625,conventional,2017,Sacramento
0,2017-12-31,0.98,619699.65,199514.36,268431.96,15509.5,136243.83,129566.1,4704.4,1973.33,conventional,2017,SanDiego
1,2017-12-24,1.17,397332.09,147688.05,120566.8,15186.18,113891.06,106944.5,4227.67,2718.89,conventional,2017,SanDiego
2,2017-12-17,0.73,719091.14,147099.59,439224.74,17641.76,115125.05,108179.86,4196.3,2748.89,conventional,2017,SanDiego
3,2017-12-10,1.13,442147.66,156011.73,148747.09,11293.42,126095.42,114750.28,8734.03,2611.11,conventional,2017,SanDiego
4,2017-12-03,1.08,479566,186079,147995,13899,131592,124045,4828,2719,conventional,2017,SanDiego
5,2017-11-26,1.24,384465,146577,114715,17443,105730,93366,9153,3211,conventional,2017,SanDiego
6,2017-11-19,1.25,409476,146119,102909,14767,145681,133210,9919,2552,conventional,2017,SanDiego
7,2017-11-12,1.16,433591,168076,140122,16004,109389,100528,5510,3351,conventional,2017,SanDiego
8,2017-11-05,1.04,493425.51,162044.55,219943.83,17093.91,94343.22,88039.76,3916.8,2386.66,conventional,2017,SanDiego
9,2017-10-29,1,593934.52,169061.21,309160.39,19020.23,96692.69,91706.27,4481.98,504.44,conventional,2017,SanDiego
10,2017-10-22,1.57,343882.42,130818.62,123575.63,17091.4,72396.77,68339.07,4057.7,0,conventional,2017,SanDiego
11,2017-10-15,1.67,322915.64,101926.07,136483.97,20792.45,63713.15,59356.15,4357,0,conventional,2017,SanDiego
12,2017-10-08,1.83,314828.77,114286.86,122377.33,21165.55,56999.03,52846.67,4152.36,0,conventional,2017,SanDiego
13,2017-10-01,1.78,321740.77,118114.48,122964.46,17450.03,63211.8,59173.54,4038.26,0,conventional,2017,SanDiego
14,2017-09-24,1.74,330959.91,123024.51,119911.94,17120.26,70903.2,67782.03,3117.48,3.69,conventional,2017,SanDiego
15,2017-09-17,1.71,341162.84,132005.47,118470.83,18093.98,72592.56,68684.19,3908.37,0,conventional,2017,SanDiego
16,2017-09-10,1.71,351223.38,132530.53,124344.76,17826.68,76521.41,71727.39,4603.67,190.35,conventional,2017,SanDiego
17,2017-09-03,1.52,402400.31,146612.09,158752.15,22496.54,74539.53,68847.07,5456.55,235.91,conventional,2017,SanDiego
18,2017-08-27,1.79,356447.96,143124.9,120383.98,19739.14,73199.94,67689.01,4535.81,975.12,conventional,2017,SanDiego
19,2017-08-20,1.65,379035.92,150962.01,110759.28,20546.29,96768.34,88428.12,6993.62,1346.6,conventional,2017,SanDiego
20,2017-08-13,1.24,499110.51,188851.61,165179.35,23999.56,121079.99,113037.67,7028.31,1014.01,conventional,2017,SanDiego
21,2017-08-06,1.34,476535.85,191792.73,140575.29,21769.92,122397.91,113356.35,6642.56,2399,conventional,2017,SanDiego
22,2017-07-30,1.48,444013.66,174486.03,137655.83,21223.58,110648.22,101946.55,6750.08,1951.59,conventional,2017,SanDiego
23,2017-07-23,1.46,455369.95,190512.25,135877.1,19475.81,109504.79,101991.15,4401.18,3112.46,conventional,2017,SanDiego
24,2017-07-16,1.48,449543.62,181912.69,134913.99,22438.5,110278.44,102399.17,4884.6,2994.67,conventional,2017,SanDiego
25,2017-07-09,1.21,575413.33,216297.72,151179.81,16976.57,190959.23,187255.57,150.33,3553.33,conventional,2017,SanDiego
26,2017-07-02,1.23,584480.72,200562.02,165727.23,23222.54,194968.93,191413.75,47.57,3507.61,conventional,2017,SanDiego
27,2017-06-25,1.05,586241.71,212203.54,131972.03,19457.18,222608.96,220632.65,197.32,1778.99,conventional,2017,SanDiego
28,2017-06-18,1.1,591731.93,214632.83,163049.23,19625.98,194423.89,189387,386.74,4650.15,conventional,2017,SanDiego
29,2017-06-11,1.17,522813.2,177782.46,134393.24,19857.93,190779.57,187655.1,160.56,2963.91,conventional,2017,SanDiego
30,2017-06-04,1.13,559985.06,184953.76,132976.72,20220.15,221834.43,219392.34,163.34,2278.75,conventional,2017,SanDiego
31,2017-05-28,1.27,532494.25,183306.26,147790.18,22850.74,178547.07,172875.87,21.92,5649.28,conventional,2017,SanDiego
32,2017-05-21,1.27,481522.42,164861.65,134099.68,20302.32,162258.77,158571.01,65.33,3622.43,conventional,2017,SanDiego
33,2017-05-14,1.08,556946.85,196722.52,132664.9,18988.93,208570.5,206313.02,90.47,2167.01,conventional,2017,SanDiego
34,2017-05-07,1.05,613046.52,221144.52,148033.96,20790.62,223077.42,221019.65,202.29,1855.48,conventional,2017,SanDiego
35,2017-04-30,1.18,498381.64,166863.56,136882.96,26022.53,168612.59,166655.47,128.23,1828.89,conventional,2017,SanDiego
36,2017-04-23,1.18,500367.63,156330.7,132449.49,25784.78,185802.66,184124.34,1068.32,610,conventional,2017,SanDiego
37,2017-04-16,1.29,465624.88,148202.16,137653.99,22572.45,157196.28,156168.83,122.45,905,conventional,2017,SanDiego
38,2017-04-09,1.22,461063.08,145442.79,128010.28,23321.76,164288.25,160950.36,2652.89,685,conventional,2017,SanDiego
39,2017-04-02,1.22,455329.05,144114.57,131344.17,20997.79,158872.52,154152.27,4013.58,706.67,conventional,2017,SanDiego
40,2017-03-26,1.28,430467.52,133247.68,128683.21,20148.75,148387.88,147197.26,285.62,905,conventional,2017,SanDiego
41,2017-03-19,1.25,460355.92,150847.61,132525.61,19948.07,157034.63,154726.89,1291.35,1016.39,conventional,2017,SanDiego
42,2017-03-12,1.24,445311.34,157513.94,139859.05,22386,125552.35,122585.47,1039.66,1927.22,conventional,2017,SanDiego
43,2017-03-05,1.04,517701.26,163424.69,176304.67,19186.14,158785.76,157805.49,549.71,430.56,conventional,2017,SanDiego
44,2017-02-26,0.88,572076.4,203828.88,150939.43,16296.69,201011.4,196998.31,3449.2,563.89,conventional,2017,SanDiego
45,2017-02-19,0.97,497333.98,164517.95,156159.47,17240.95,159415.61,154010.94,5009.67,395,conventional,2017,SanDiego
46,2017-02-12,0.7,645130.97,203848.19,199351.67,13290,228641.11,220708.3,7652.81,280,conventional,2017,SanDiego
47,2017-02-05,0.63,892740.87,260418.91,290223.93,20313.95,321784.08,318872.23,2886.85,25,conventional,2017,SanDiego
48,2017-01-29,0.65,776310.02,282233.2,253233.56,14380.96,226462.3,209999.44,13407.3,3055.56,conventional,2017,SanDiego
49,2017-01-22,0.74,695873.15,313593.77,174728.8,15139.2,192411.38,179361.27,13050.11,0,conventional,2017,SanDiego
50,2017-01-15,0.87,580190.82,156924.39,216675.95,14469.29,192121.19,168153.59,23244.82,722.78,conventional,2017,SanDiego
51,2017-01-08,0.96,582835.25,146165.17,222743.67,15301.4,198625.01,161975.42,36309.59,340,conventional,2017,SanDiego
52,2017-01-01,0.93,560310.35,149666.2,206181.12,15014.45,189448.58,150517.04,37802.65,1128.89,conventional,2017,SanDiego
0,2017-12-31,0.92,1174818.67,174144.97,860294.61,1733.53,138645.56,136909.07,32.99,1703.5,conventional,2017,SanFrancisco
1,2017-12-24,1.15,860922.52,178487.8,560097.71,2244.23,120092.78,117345.4,31.33,2716.05,conventional,2017,SanFrancisco
2,2017-12-17,1.4,674625.07,189827.12,374644.39,2099.61,108053.95,105441.28,50.58,2562.09,conventional,2017,SanFrancisco
3,2017-12-10,1.05,992871.42,302200.79,593521.66,2372.46,94776.51,91822.55,55.17,2898.79,conventional,2017,SanFrancisco
4,2017-12-03,1.28,798853,310481,387168,1966,99238,97333,108,1797,conventional,2017,SanFrancisco
5,2017-11-26,1.52,630939,166448,359471,2154,102865,100099,60,2706,conventional,2017,SanFrancisco
6,2017-11-19,1.48,657693,195380,366968,1909,93436,91293,128,2015,conventional,2017,SanFrancisco
7,2017-11-12,1.27,875104,289970,496390,2439,86306,84463,73,1770,conventional,2017,SanFrancisco
8,2017-11-05,1.41,787625.8,261561.33,435912.81,3140,87011.66,84961.32,94.01,1956.33,conventional,2017,SanFrancisco
9,2017-10-29,1.56,716567.05,197107.52,428002.14,4543.85,86913.54,85850.59,44,1018.95,conventional,2017,SanFrancisco
10,2017-10-22,1.57,768374.15,138067.37,551292.65,2933.7,76080.43,75647.31,103.92,329.2,conventional,2017,SanFrancisco
11,2017-10-15,1.76,671239.19,120680.92,461963.1,3144.56,85450.61,84850.23,231.37,369.01,conventional,2017,SanFrancisco
12,2017-10-08,1.65,780710.38,118596.49,587792.61,2921.61,71399.67,70491.41,419.54,488.72,conventional,2017,SanFrancisco
13,2017-10-01,1.79,660452.07,106075.6,477519.16,3125.78,73731.53,72812.1,451.17,468.26,conventional,2017,SanFrancisco
14,2017-09-24,1.76,653751.09,118405.01,461050.64,2948.47,71346.97,70570.56,463.21,313.2,conventional,2017,SanFrancisco
15,2017-09-17,1.81,648318.59,129172.57,428254.49,3490.1,87401.43,86891.91,163.49,346.03,conventional,2017,SanFrancisco
16,2017-09-10,1.71,688636.33,157322.98,434164.41,4117.75,93031.19,92218.55,190.74,621.9,conventional,2017,SanFrancisco
17,2017-09-03,1.78,667860.21,151679.5,421880.84,4061.05,90238.82,88850.91,76.81,1311.1,conventional,2017,SanFrancisco
18,2017-08-27,2.09,600153.2,151421.16,360906.48,5531.37,82294.19,80015.08,147.83,2131.28,conventional,2017,SanFrancisco
19,2017-08-20,2.07,561541.93,147449.96,304989.35,10147.53,98955.09,94445.66,932.19,3577.24,conventional,2017,SanFrancisco
20,2017-08-13,1.29,821395.74,164086.95,569847.08,9914.9,77546.81,72666.82,1062.21,3817.78,conventional,2017,SanFrancisco
21,2017-08-06,1.62,723557.56,156780.78,472631.33,4524.91,89620.54,85993.75,753.46,2873.33,conventional,2017,SanFrancisco
22,2017-07-30,1.3,897443.52,162330.88,657673.84,5039.65,72399.15,67138.82,930.33,4330,conventional,2017,SanFrancisco
23,2017-07-23,1.66,675183.5,166906.47,421727.32,5650.14,80899.57,78075.75,1063.82,1760,conventional,2017,SanFrancisco
24,2017-07-16,1.74,732328.94,182480.94,472009.71,8044.28,69794.01,67144.66,896.01,1753.34,conventional,2017,SanFrancisco
25,2017-07-09,1.69,715078.15,194695.25,421757.61,25793.3,72831.99,68952.89,1248.27,2630.83,conventional,2017,SanFrancisco
26,2017-07-02,1.7,700809.09,172013.34,420653.86,19625.31,88516.58,82113.65,1385.15,5017.78,conventional,2017,SanFrancisco
27,2017-06-25,1.53,874937.71,196221.86,568576.84,18879.86,91259.15,86302.01,1532.97,3424.17,conventional,2017,SanFrancisco
28,2017-06-18,1.77,660386.27,202024.11,336284.13,16709.19,105368.84,100785.35,1133.49,3450,conventional,2017,SanFrancisco
29,2017-06-11,1.8,608604.75,181965.02,318250.06,14342.68,94046.99,91219.19,1136.13,1691.67,conventional,2017,SanFrancisco
30,2017-06-04,1.83,650426.37,200052.18,350369.35,6248.07,93756.77,89727.13,1108.81,2920.83,conventional,2017,SanFrancisco
31,2017-05-28,1.78,664075.57,183361.47,386005.08,4497.4,90211.62,85402.49,805.24,4003.89,conventional,2017,SanFrancisco
32,2017-05-21,1.86,652301.59,167436.19,380367.23,4360.17,100138,97322.16,1157.23,1658.61,conventional,2017,SanFrancisco
33,2017-05-14,1.77,652375.87,182705.28,349569.02,5175.3,114926.27,110145.3,1127.91,3653.06,conventional,2017,SanFrancisco
34,2017-05-07,1.42,956829.89,212488.46,646869.71,6803.64,90668.08,86569.82,619.37,3478.89,conventional,2017,SanFrancisco
35,2017-04-30,1.93,612104.34,151929.31,369058.38,4331.73,86784.92,84446.16,671.26,1667.5,conventional,2017,SanFrancisco
36,2017-04-23,1.83,613563.9,178827.43,347730.09,4219.92,82786.46,79196.1,550.08,3040.28,conventional,2017,SanFrancisco
37,2017-04-16,1.69,670281.46,229167.93,349889.27,4769.39,86454.87,84582.49,250.71,1621.67,conventional,2017,SanFrancisco
38,2017-04-09,1.22,961954.91,216253.69,667301.58,4849.32,73550.32,72736.07,125.64,688.61,conventional,2017,SanFrancisco
39,2017-04-02,1.79,632537.9,180896.63,358599.04,5732.43,87309.8,85552.16,67.78,1689.86,conventional,2017,SanFrancisco
40,2017-03-26,1.79,617981.91,173628.92,349036.6,7123.04,88193.35,81760.29,213.18,6219.88,conventional,2017,SanFrancisco
41,2017-03-19,1.79,639050.82,185340.18,358216.27,6446.38,89047.99,87289.79,342.06,1416.14,conventional,2017,SanFrancisco
42,2017-03-12,1.8,620908.22,173434.03,354307.59,7050.37,86116.23,82363.32,407.28,3345.63,conventional,2017,SanFrancisco
43,2017-03-05,1.59,672242.8,234739.54,334851.44,12269.88,90381.94,86669.71,1172.75,2539.48,conventional,2017,SanFrancisco
44,2017-02-26,1.18,891688.67,286807.87,509449.62,14078.74,81352.44,76653.99,988.58,3709.87,conventional,2017,SanFrancisco
45,2017-02-19,1.17,863688.61,191375.63,578275.44,25011.96,69025.58,66457.97,962.82,1604.79,conventional,2017,SanFrancisco
46,2017-02-12,1.14,765983.21,265975.96,394642.91,22683.76,82680.58,76702.05,1053.53,4925,conventional,2017,SanFrancisco
47,2017-02-05,0.84,1557975.05,560686.25,900172.65,21331.13,75785.02,71464.46,976.12,3344.44,conventional,2017,SanFrancisco
48,2017-01-29,1.13,909650.62,371071.3,438456.28,15021.97,85101.07,73349.82,844.31,10906.94,conventional,2017,SanFrancisco
49,2017-01-22,0.94,1089513.11,297208.6,722757.78,5364.85,64181.88,59393.11,3290.16,1498.61,conventional,2017,SanFrancisco
50,2017-01-15,1.23,848267.19,211588.95,566260.12,2752.49,67665.63,60288.11,5710.02,1667.5,conventional,2017,SanFrancisco
51,2017-01-08,1.22,953770.46,196279.04,665608.45,2547.79,89335.18,80425.68,6315.06,2594.44,conventional,2017,SanFrancisco
52,2017-01-01,0.95,1047175.33,260100.73,717625.67,2490.66,66958.27,60397.91,5515.08,1045.28,conventional,2017,SanFrancisco
0,2018-03-25,1.02,2843541.07,1007972.48,439940.61,63511.29,1332116.69,1248694.27,26861.69,56560.73,conventional,2018,LosAngeles
1,2018-03-18,0.91,3395262.7,1116865.19,700177.12,62395.31,1515825.08,1435807.52,25385.22,54632.34,conventional,2018,LosAngeles
2,2018-03-11,1.03,3059034.3,1152656.67,373411.39,72380.13,1460586.11,1373991.99,29875.02,56719.1,conventional,2018,LosAngeles
3,2018-03-04,1.1,2667104.06,985767.65,371412.09,77531.99,1232392.33,1144956.76,33430.29,54005.28,conventional,2018,LosAngeles
4,2018-02-25,1,3029956.79,1191842.89,462947.54,74821.65,1300344.71,1220997.59,30525.57,48821.55,conventional,2018,LosAngeles
5,2018-02-18,1.08,2749718.75,1148398.39,357520.77,74811.86,1168987.73,1089251.46,33031.23,46705.04,conventional,2018,LosAngeles
6,2018-02-11,0.85,3323882.38,1497227.27,412653.41,79663.02,1334338.68,1271672.84,20164.55,42501.29,conventional,2018,LosAngeles
7,2018-02-04,0.73,5070580.56,2532500.54,965716.73,93806.56,1478556.73,1414064.63,21441.6,43050.5,conventional,2018,LosAngeles
8,2018-01-28,1.08,2893717.97,1134192.09,707838.42,81296.65,970390.81,911703.94,16595.96,42090.91,conventional,2018,LosAngeles
9,2018-01-21,1.15,2653023.23,1230413.83,364552.16,82843.86,975213.38,918833.2,16789.91,39590.27,conventional,2018,LosAngeles
