expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER07119,Everest,2007,Spring,4/9/2007,5/15/2007,5/22/2007,Other,8700,2,0,2,0,TRUE,Nepal Exploration (NEPA) Treks
EVER07120,Everest,2007,Spring,4/9/2007,5/16/2007,5/21/2007,Success (main peak),8850,10,0,4,0,TRUE,Himalayan Guides
EVER07121,Everest,2007,Spring,4/20/2007,5/23/2007,5/29/2007,Success (main peak),8850,9,0,4,0,TRUE,Ang Nuru Sherpa
EVER07122,Everest,2007,Spring,4/3/2007,5/15/2007,5/27/2007,"Route technically too difficult, lack of experience, strength, or motivation",8010,1,0,0,0,FALSE,Monterosa Treks
EVER07124,Everest,2007,Spring,4/23/2007,5/23/2007,6/7/2007,Success (main peak),8850,9,0,8,0,TRUE,Arun Treks
EVER07125,Everest,2007,Spring,4/16/2007,5/21/2007,5/26/2007,Success (main peak),8850,4,0,6,0,TRUE,Monterosa Treks
EVER07126,Everest,2007,Spring,3/30/2007,5/15/2007,5/22/2007,Success (main peak),8850,18,0,19,0,TRUE,Everest Parivar
EVER07127,Everest,2007,Spring,4/30/2007,5/18/2007,5/24/2007,"Illness, AMS, exhaustion, or frostbite",7600,2,0,0,0,FALSE,Monterosa Treks
EVER07129,Everest,2007,Spring,4/11/2007,5/15/2007,5/21/2007,Success (main peak),8850,3,0,2,0,TRUE,Monterosa Treks
EVER07130,Everest,2007,Spring,5/3/2007,6/5/2007,6/7/2007,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER07131,Everest,2007,Spring,4/12/2007,5/16/2007,5/21/2007,Success (main peak),8850,5,0,6,0,TRUE,Iceland Trekking (Dorje)
EVER07178,Everest,2007,Spring,4/6/2007,5/17/2007,5/21/2007,Success (main peak),8850,6,0,6,0,TRUE,Summit Nepal Trekking
EVER07133,Everest,2007,Spring,4/18/2007,5/16/2007,5/21/2007,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER07179,Everest,2007,Spring,4/9/2007,5/20/2007,NA,Success (main peak),8850,13,0,21,0,TRUE,Himalayan Guides
EVER07136,Everest,2007,Spring,4/23/2007,5/24/2007,6/7/2007,Success (main peak),8850,6,0,7,0,TRUE,Explore Himalaya
EVER07180,Everest,2007,Spring,4/12/2007,5/22/2007,5/25/2007,Success (main peak),8850,16,0,22,0,TRUE,Sherpa Shangri-La Trekking
EVER07181,Everest,2007,Spring,4/5/2007,5/23/2007,6/4/2007,Success (main peak),8850,21,0,26,0,TRUE,Summit Nepal Trekking
EVER07182,Everest,2007,Spring,4/7/2007,5/16/2007,5/27/2007,Success (main peak),8850,7,0,7,0,TRUE,Mountain Madness
EVER07183,Everest,2007,Spring,4/4/2007,5/19/2007,5/21/2007,Success (main peak),8850,22,0,35,0,TRUE,Great Escapes Trekking
EVER07144,Everest,2007,Spring,4/8/2007,5/20/2007,5/24/2007,Success (main peak),8850,10,0,4,0,TRUE,Himalayan Guides
EVER07184,Everest,2007,Spring,4/6/2007,5/21/2007,5/23/2007,Success (main peak),8850,1,0,1,0,TRUE,Climb High Himalaya
EVER07148,Everest,2007,Spring,4/27/2007,5/15/2007,5/20/2007,Success (main peak),8850,3,1,3,0,TRUE,Rolwaling Treks
EVER07185,Everest,2007,Spring,4/12/2007,5/18/2007,5/28/2007,Success (main peak),8850,2,0,3,0,TRUE,Sherpa Shangri-La Trekking
EVER07186,Everest,2007,Spring,4/14/2007,5/21/2007,5/25/2007,Success (main peak),8850,5,0,5,0,TRUE,Asian Trekking
EVER07193,Everest,2007,Spring,4/12/2007,5/17/2007,5/21/2007,Success (main peak),8850,6,0,5,0,TRUE,Himalayan Guides
EVER07187,Everest,2007,Spring,4/15/2007,5/22/2007,5/26/2007,Success (main peak),8850,9,0,4,0,TRUE,Himalayan Guides
EVER07153,Everest,2007,Spring,4/5/2007,4/30/2007,6/19/2007,Success (main peak),8850,20,0,31,0,TRUE,Mountain Experience
EVER07192,Everest,2007,Spring,4/12/2007,5/17/2007,5/28/2007,Success (main peak),8850,5,0,4,0,TRUE,Himalayan Guides
EVER07191,Everest,2007,Spring,4/12/2007,5/17/2007,5/27/2007,Success (main peak),8850,10,0,6,0,TRUE,Himalayan Guides
EVER07194,Everest,2007,Spring,4/11/2007,5/19/2007,5/23/2007,"Bad weather (storms, high winds)",8750,2,0,3,0,TRUE,Nomad Expeditions
EVER07165,Everest,2007,Spring,4/11/2007,5/16/2007,5/19/2007,Success (main peak),8850,4,0,1,0,TRUE,Peak Promotion
EVER07166,Everest,2007,Spring,4/19/2007,5/18/2007,5/20/2007,Success (main peak),8850,4,0,3,0,TRUE,Windhorse Trekking
EVER07164,Everest,2007,Spring,4/8/2007,5/16/2007,5/20/2007,"Route technically too difficult, lack of experience, strength, or motivation",8750,1,0,1,0,TRUE,Himalaya Expeditions
EVER07167,Everest,2007,Spring,4/21/2007,5/21/2007,5/25/2007,Success (main peak),8850,2,0,1,0,TRUE,Thamserku Trekking (Rai)
EVER07168,Everest,2007,Spring,4/15/2007,5/21/2007,5/25/2007,Success (main peak),8850,7,0,10,0,TRUE,Himalayan Treasure
EVER07169,Everest,2007,Spring,4/21/2007,4/29/2007,5/4/2007,"Route technically too difficult, lack of experience, strength, or motivation",5710,1,0,2,0,FALSE,Climb High Himalaya
EVER07170,Everest,2007,Spring,4/28/2007,5/16/2007,5/20/2007,Success (main peak),8850,5,0,6,0,TRUE,World Records Expeditions
EVER07114,Everest,2007,Spring,4/11/2007,5/16/2007,5/19/2007,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER07107,Everest,2007,Spring,4/12/2007,5/16/2007,5/26/2007,Success (main peak),8850,4,0,4,0,TRUE,Arun Treks
EVER07115,Everest,2007,Spring,4/4/2007,5/15/2007,5/20/2007,Lack (or loss) of supplies or equipment,7900,2,0,0,0,FALSE,Monterosa Treks
EVER07116,Everest,2007,Spring,4/3/2007,5/15/2007,5/18/2007,Success (main peak),8850,3,0,3,0,TRUE,Loben Expeditions
EVER07118,Everest,2007,Spring,4/5/2007,4/28/2007,5/10/2007,"Bad weather (storms, high winds)",7000,1,0,2,0,FALSE,Rolwaling Excursion
EVER07132,Everest,2007,Spring,4/19/2007,5/16/2007,5/21/2007,Success (main peak),8850,2,0,1,0,TRUE,Pemba Sherpa
EVER07134,Everest,2007,Spring,4/20/2007,5/16/2007,5/21/2007,Success (main peak),8850,2,0,1,0,TRUE,Himalayan Guides
EVER07137,Everest,2007,Spring,4/7/2007,5/19/2007,5/26/2007,"Illness, AMS, exhaustion, or frostbite",8600,2,0,1,0,TRUE,Monterosa Treks
EVER07138,Everest,2007,Spring,4/12/2007,5/16/2007,5/22/2007,Success (main peak),8850,4,0,2,0,TRUE,Tseringma Treks
EVER07140,Everest,2007,Spring,4/27/2007,5/17/2007,5/28/2007,"Route technically too difficult, lack of experience, strength, or motivation",8700,4,0,1,0,FALSE,High Country Trekking
EVER07147,Everest,2007,Spring,4/7/2007,5/21/2007,5/23/2007,Lack of time,8600,3,0,0,0,FALSE,World Records Expeditions
EVER07149,Everest,2007,Spring,4/7/2007,5/16/2007,5/24/2007,Success (main peak),8850,20,0,8,0,TRUE,Explore Himalaya
EVER07150,Everest,2007,Spring,4/8/2007,5/19/2007,5/23/2007,Success (main peak),8850,16,0,12,0,TRUE,Asian Trekking
EVER07151,Everest,2007,Spring,4/7/2007,5/2/2007,5/24/2007,Success (main peak),8850,14,0,13,0,TRUE,Himalaya Expeditions
EVER07143,Everest,2007,Spring,4/21/2007,5/18/2007,5/24/2007,Success (main peak),8850,1,0,2,0,TRUE,Cho Oyu Trekking
EVER07145,Everest,2007,Spring,4/20/2007,5/22/2007,5/26/2007,Success (main peak),8850,2,0,0,0,TRUE,Cho Oyu Trekking
EVER07146,Everest,2007,Spring,4/20/2007,5/17/2007,5/26/2007,Success (main peak),8850,6,1,0,0,TRUE,Cho Oyu Trekking
EVER07152,Everest,2007,Spring,4/22/2007,5/18/2007,5/22/2007,Success (main peak),8850,2,0,2,0,TRUE,Cho Oyu Trekking
EVER07135,Everest,2007,Spring,4/16/2007,5/20/2007,5/26/2007,Other,8150,4,0,0,0,TRUE,Monterosa Treks
EVER07155,Everest,2007,Spring,4/6/2007,5/7/2007,5/9/2007,"Illness, AMS, exhaustion, or frostbite",7600,1,0,0,0,FALSE,Thamserku Trekking (Parajuli)
EVER07157,Everest,2007,Spring,4/4/2007,5/16/2007,5/18/2007,Success (main peak),8850,1,0,2,0,TRUE,Unique Adventure International
EVER07156,Everest,2007,Spring,4/10/2007,5/8/2007,5/21/2007,Success (main peak),8850,3,0,9,0,TRUE,Asian Trekking
EVER07141,Everest,2007,Spring,4/7/2007,5/15/2007,5/22/2007,Success (main peak),8850,4,0,3,0,TRUE,World Records Expeditions
EVER07163,Everest,2007,Spring,4/10/2007,5/17/2007,5/19/2007,Success (main peak),8850,2,0,8,0,TRUE,Mountain Madness
EVER07101,Everest,2007,Spring,4/13/2007,5/16/2007,5/17/2007,Success (main peak),8850,15,0,6,0,TRUE,International Adventures Treks/Thamserku Trekking
EVER07159,Everest,2007,Spring,4/14/2007,5/21/2007,NA,Success (main peak),8850,8,0,18,0,TRUE,None
EVER07160,Everest,2007,Spring,3/23/2007,5/9/2007,NA,Success (main peak),8850,49,0,0,0,TRUE,None
EVER07158,Everest,2007,Spring,3/28/2007,5/16/2007,NA,Success (main peak),8850,10,0,7,0,TRUE,None
EVER07113,Everest,2007,Spring,4/21/2007,5/18/2007,5/24/2007,Success (main peak),8850,2,0,0,0,FALSE,Cho Oyu Trekking
EVER07123,Everest,2007,Spring,4/10/2007,5/18/2007,5/24/2007,Success (main peak),8850,9,0,6,0,TRUE,Himalayan Windhorse Adventure
EVER07128,Everest,2007,Spring,4/15/2007,5/19/2007,5/25/2007,Success (main peak),8850,7,0,6,0,TRUE,Himalayan Travel Bureau
EVER07154,Everest,2007,Spring,5/7/2007,6/14/2007,6/19/2007,Success (main peak),8850,8,0,22,0,TRUE,Mountain Experience
EVER07171,Everest,2007,Spring,4/9/2007,5/16/2007,5/22/2007,Success (main peak),8850,15,0,5,0,TRUE,Trekking Camp Nepal
EVER07177,Everest,2007,Spring,5/13/2007,5/23/2007,5/26/2007,Success (main peak),8850,1,0,0,0,TRUE,Green Lotus Trekking
EVER07188,Everest,2007,Spring,4/7/2007,5/15/2007,5/19/2007,"Bad weather (storms, high winds)",8400,1,0,1,0,TRUE,Mountain Madness
EVER07139,Everest,2007,Spring,4/21/2007,4/27/2007,5/11/2007,"Illness, AMS, exhaustion, or frostbite",6900,2,0,0,0,FALSE,Thamserku Trekking (Rai)
EVER07189,Everest,2007,Spring,4/23/2007,5/21/2007,5/24/2007,Success (main peak),8850,1,0,2,0,TRUE,Himalayan Glacier/Encounter Nepal
EVER07190,Everest,2007,Spring,4/30/2007,5/21/2007,5/26/2007,Success (main peak),8850,6,0,0,0,TRUE,Arun Treks
EVER07142,Everest,2007,Spring,5/12/2007,5/20/2007,5/24/2007,"Illness, AMS, exhaustion, or frostbite",8600,3,0,3,0,FALSE,None
EVER07195,Everest,2007,Spring,4/14/2007,5/21/2007,5/27/2007,Lack (or loss) of supplies or equipment,8400,1,0,1,1,FALSE,Thamserku Trekking (Parajuli)
EVER07161,Everest,2007,Spring,4/3/2007,5/15/2007,6/6/2007,Success (main peak),8850,14,2,7,0,TRUE,Asian Trekking
EVER07162,Everest,2007,Spring,4/7/2007,5/16/2007,5/27/2007,Success (main peak),8850,12,0,11,0,TRUE,Asian Trekking
EVER07301,Everest,2007,Autumn,9/22/2007,11/6/2007,11/11/2007,"Bad weather (storms, high winds)",8000,16,0,12,0,TRUE,Thamserku Trekking (Rai)
EVER02145,Everest,2002,Spring,3/11/2002,5/17/2002,NA,Success (main peak),8850,1,0,1,0,TRUE,None
EVER06198,Everest,2006,Spring,NA,5/14/2006,NA,Success (claimed),8700,1,0,2,0,TRUE,None
EVER08101,Everest,2008,Spring,NA,5/7/2008,NA,Success (main peak),8850,76,0,0,0,TRUE,Chinese Mountaineering Association
EVER08114,Everest,2008,Spring,4/14/2008,5/24/2008,5/26/2008,Success (main peak),8850,2,0,2,0,TRUE,Himalayan Guides
EVER08104,Everest,2008,Spring,4/20/2008,5/21/2008,5/26/2008,Success (main peak),8850,2,0,2,0,TRUE,Himalayan Travel Bureau
EVER08105,Everest,2008,Spring,4/12/2008,5/21/2008,5/25/2008,Success (main peak),8850,11,1,11,0,TRUE,Iceland Trekking (Dorje)
EVER08106,Everest,2008,Spring,4/7/2008,5/23/2008,5/27/2008,Success (main peak),8850,2,0,4,0,TRUE,Peak Promotion
EVER08107,Everest,2008,Spring,4/17/2008,5/21/2008,5/26/2008,Success (main peak),8850,1,0,1,0,TRUE,Prestige Adventure
EVER08108,Everest,2008,Spring,4/17/2008,5/21/2008,5/26/2008,Success (main peak),8850,2,0,0,0,TRUE,Prestige Adventure
EVER08109,Everest,2008,Spring,4/13/2008,5/21/2008,5/26/2008,Success (main peak),8850,2,0,2,0,TRUE,Prestige Adventure
EVER08110,Everest,2008,Spring,4/6/2008,5/22/2008,5/25/2008,Success (main peak),8850,2,0,2,0,TRUE,Nima Gombu Sherpa (freelancer)
EVER08111,Everest,2008,Spring,4/8/2008,5/21/2008,5/26/2008,Success (main peak),8850,2,0,1,0,TRUE,Prestige Adventure
EVER08112,Everest,2008,Spring,4/6/2008,5/23/2008,5/26/2008,Success (main peak),8850,9,0,6,0,TRUE,Summit Nepal Trekking
EVER08113,Everest,2008,Spring,4/9/2008,5/22/2008,5/27/2008,Success (main peak),8850,13,0,8,0,TRUE,Himalayan Guides
EVER08127,Everest,2008,Spring,4/18/2008,5/29/2008,6/2/2008,Lack (or loss) of supplies or equipment,8200,2,0,0,0,FALSE,Explore Himalaya
EVER08115,Everest,2008,Spring,4/7/2008,5/21/2008,5/23/2008,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER08117,Everest,2008,Spring,4/22/2008,5/27/2008,6/2/2008,Success (main peak),8850,4,0,0,0,TRUE,Windhorse Trekking
EVER08118,Everest,2008,Spring,4/16/2008,5/25/2008,5/26/2008,"Bad weather (storms, high winds)",8500,2,0,1,0,TRUE,Himalayan High Country Treks
EVER08119,Everest,2008,Spring,4/11/2008,5/17/2008,5/29/2008,"Illness, AMS, exhaustion, or frostbite",7900,2,0,0,0,FALSE,Himalayan Guides
EVER08120,Everest,2008,Spring,4/21/2008,5/25/2008,5/29/2008,"Bad weather (storms, high winds)",8500,1,0,1,0,TRUE,Prestige Adventure
EVER08121,Everest,2008,Spring,4/19/2008,5/27/2008,5/30/2008,Success (main peak),8850,2,0,3,0,TRUE,Himalayan Ecstasy Treks
EVER08122,Everest,2008,Spring,4/1/2008,5/21/2008,5/27/2008,Success (main peak),8850,9,0,11,0,TRUE,Explore Himalaya
EVER08123,Everest,2008,Spring,4/19/2008,5/20/2008,5/25/2008,Success (main peak),8850,7,0,4,0,TRUE,Explore Himalaya
EVER08124,Everest,2008,Spring,4/12/2008,5/22/2008,5/25/2008,Success (main peak),8850,1,0,1,0,TRUE,Monterosa Treks
EVER08125,Everest,2008,Spring,4/13/2008,5/20/2008,5/26/2008,Success (main peak),8850,1,0,3,0,TRUE,Arun Treks
EVER08126,Everest,2008,Spring,4/12/2008,5/22/2008,5/27/2008,Success (main peak),8850,3,0,5,0,TRUE,Sherpa Shangri-La Trekking
EVER08129,Everest,2008,Spring,4/17/2008,5/22/2008,5/15/2008,Success (main peak),8850,2,0,1,0,TRUE,Monterosa Treks
EVER08130,Everest,2008,Spring,5/1/2008,5/24/2008,5/28/2008,Success (main peak),8850,8,0,5,0,TRUE,Cosmo Treks
EVER08131,Everest,2008,Spring,4/8/2008,5/25/2008,5/27/2008,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER08132,Everest,2008,Spring,4/5/2008,5/21/2008,5/25/2008,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER08133,Everest,2008,Spring,4/9/2008,5/21/2008,5/25/2008,Success (main peak),8850,5,0,4,0,TRUE,High Altitude Dreams
EVER08135,Everest,2008,Spring,4/10/2008,5/21/2008,5/25/2008,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER08136,Everest,2008,Spring,4/14/2008,5/22/2008,5/25/2008,Success (main peak),8850,2,0,1,0,TRUE,Advance BC Trekking
EVER08137,Everest,2008,Spring,4/8/2008,5/21/2008,5/28/2008,Success (main peak),8850,8,0,6,0,TRUE,High Altitude Dreams
EVER08138,Everest,2008,Spring,4/10/2008,5/24/2008,5/28/2008,Success (main peak),8850,11,0,20,0,TRUE,Himalayan Guides
EVER08139,Everest,2008,Spring,4/7/2008,5/21/2008,5/25/2008,Success (main peak),8850,27,0,42,0,TRUE,Beyul Adventure
EVER08141,Everest,2008,Spring,4/12/2008,5/21/2008,5/27/2008,Success (main peak),8850,2,0,0,0,TRUE,Monterosa Treks
EVER08142,Everest,2008,Spring,4/6/2008,5/25/2008,5/28/2008,Success (main peak),8850,8,0,5,0,TRUE,Himalayan Guides
EVER08143,Everest,2008,Spring,4/25/2008,5/25/2008,5/28/2008,Success (main peak),8850,2,0,4,0,TRUE,Explore Himalaya
EVER08144,Everest,2008,Spring,4/7/2008,5/21/2008,5/24/2008,Success (main peak),8850,4,0,3,0,TRUE,High Altitude Dreams
EVER08145,Everest,2008,Spring,4/12/2008,5/23/2008,5/27/2008,Success (main peak),8850,8,0,3,0,TRUE,Himalayan Guides
EVER08146,Everest,2008,Spring,4/25/2008,5/26/2008,5/30/2008,Success (main peak),8850,5,0,14,0,TRUE,Rolwaling Treks
EVER08147,Everest,2008,Spring,4/11/2008,5/21/2008,5/25/2008,Success (main peak),8850,7,0,2,0,TRUE,Trekking Camp Nepal
EVER08148,Everest,2008,Spring,4/19/2008,5/22/2008,5/26/2008,Success (main peak),8850,6,0,7,0,TRUE,Peak Paldor Trekking
EVER08149,Everest,2008,Spring,4/12/2008,5/24/2008,5/27/2008,Success (main peak),8850,11,0,9,0,TRUE,Sherpa Shangri-La Trekking
EVER08150,Everest,2008,Spring,4/15/2008,5/22/2008,5/27/2008,Success (main peak),8850,16,0,12,0,TRUE,Himalaya Expeditions
EVER08151,Everest,2008,Spring,4/8/2008,5/21/2008,5/24/2008,Success (main peak),8850,20,0,18,0,TRUE,Everest Parivar
EVER08152,Everest,2008,Spring,4/13/2008,5/22/2008,5/27/2008,Success (main peak),8850,12,0,9,0,TRUE,Himalaya Expeditions
EVER08153,Everest,2008,Spring,4/11/2008,5/23/2008,5/28/2008,Success (main peak),8850,1,0,0,0,TRUE,NE-KO Treks
EVER08154,Everest,2008,Spring,4/15/2008,5/22/2008,5/26/2008,Success (main peak),8850,8,0,6,0,TRUE,Cho Oyu Trekking
EVER08116,Everest,2008,Spring,4/15/2008,5/19/2008,5/25/2008,"Bad weather (storms, high winds)",7900,1,0,0,0,FALSE,Thamserku Trekking
EVER08140,Everest,2008,Spring,4/19/2008,5/24/2008,5/25/2008,Success (main peak),8850,1,0,0,0,TRUE,Himalayan Guides
EVER08156,Everest,2008,Spring,4/13/2008,5/25/2008,5/28/2008,Success (main peak),8850,2,0,5,0,TRUE,World Summit Explorer
EVER08155,Everest,2008,Spring,4/11/2008,5/23/2008,5/28/2008,Success (main peak),8850,8,0,6,0,TRUE,Korean Treks & Expeditions
EVER08134,Everest,2008,Spring,4/25/2008,5/22/2008,5/29/2008,Success (main peak),8850,12,0,10,0,TRUE,World Summit Explorer
EVER08128,Everest,2008,Spring,4/20/2008,5/25/2008,NA,"Bad weather (storms, high winds)",8600,4,0,7,0,TRUE,Cho Oyu Trekking
EVER08301,Everest,2008,Autumn,9/24/2008,10/17/2008,10/20/2008,Accident (death or serious injury),7200,1,0,2,0,TRUE,Himalaya Expeditions
EVER08302,Everest,2008,Autumn,9/28/2008,10/17/2008,10/21/2008,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7200,1,0,1,0,FALSE,Prestige Adventure
EVER08303,Everest,2008,Autumn,9/27/2008,10/17/2008,10/20/2008,Accident (death or serious injury),7200,1,0,1,0,TRUE,Prestige Adventure
EVER08304,Everest,2008,Autumn,9/13/2008,10/14/2008,10/31/2008,"Bad weather (storms, high winds)",8400,7,0,10,0,TRUE,NE-KO Treks
EVER08305,Everest,2008,Autumn,9/21/2008,10/4/2008,10/13/2008,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,13,0,7,0,FALSE,Cho Oyu Trekking
EVER09103,Everest,2009,Spring,5/6/2009,5/21/2009,5/24/2009,Success (main peak),8850,4,0,2,0,TRUE,Himalaya Expeditions
EVER09108,Everest,2009,Spring,4/20/2009,5/21/2009,5/25/2009,Success (main peak),8850,6,0,5,0,TRUE,Cosmo Treks
EVER09104,Everest,2009,Spring,4/15/2009,5/21/2009,5/24/2009,Success (main peak),8850,1,0,1,0,TRUE,Himalaya Expeditions
EVER09105,Everest,2009,Spring,4/3/2009,5/21/2009,5/24/2009,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER09106,Everest,2009,Spring,4/11/2009,4/19/2009,4/21/2009,"Route technically too difficult, lack of experience, strength, or motivation",6100,1,0,0,0,FALSE,Multi Adventure
EVER09107,Everest,2009,Spring,4/26/2009,5/21/2009,5/28/2009,Success (main peak),8850,2,0,1,0,TRUE,Monterosa Treks
EVER09109,Everest,2009,Spring,4/19/2009,5/18/2009,5/26/2009,Lack (or loss) of supplies or equipment,7800,1,0,0,0,FALSE,Monterosa Treks
EVER09111,Everest,2009,Spring,4/24/2009,5/22/2009,5/26/2009,"Illness, AMS, exhaustion, or frostbite",8800,1,0,0,0,FALSE,Tseringma Treks
EVER09113,Everest,2009,Spring,4/8/2009,5/20/2009,5/24/2009,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER09114,Everest,2009,Spring,4/17/2009,5/19/2009,5/24/2009,Success (main peak),8850,2,0,3,0,TRUE,High Himalayan Adventure
EVER09115,Everest,2009,Spring,4/8/2009,5/22/2009,5/25/2009,Success (main peak),8850,1,0,0,0,TRUE,Explore Himalaya
EVER09116,Everest,2009,Spring,4/22/2009,6/5/2009,6/7/2009,"Illness, AMS, exhaustion, or frostbite",8400,1,0,0,0,FALSE,Adventure Extreme
EVER09117,Everest,2009,Spring,4/7/2009,5/19/2009,5/23/2009,Success (main peak),8850,6,0,5,0,TRUE,Everest Parivar
EVER09118,Everest,2009,Spring,4/1/2009,5/19/2009,5/24/2009,Success (main peak),8850,5,0,5,0,TRUE,Explore Himalaya
EVER09119,Everest,2009,Spring,4/15/2009,4/27/2009,5/21/2009,"Illness, AMS, exhaustion, or frostbite",7000,1,0,1,0,FALSE,Asian Trekking
EVER09120,Everest,2009,Spring,4/19/2009,5/21/2009,5/26/2009,Success (main peak),8850,1,0,1,0,TRUE,Monterosa Treks
EVER09121,Everest,2009,Spring,4/15/2009,4/23/2009,5/18/2009,Other,6400,1,0,1,0,TRUE,Arun Treks
EVER09122,Everest,2009,Spring,4/19/2009,5/21/2009,5/28/2009,Success (main peak),8850,1,0,1,0,TRUE,Monterosa Treks
EVER09123,Everest,2009,Spring,4/5/2009,5/21/2009,5/25/2009,Success (main peak),8850,1,0,2,0,TRUE,Asian Trekking
EVER09124,Everest,2009,Spring,4/23/2009,5/22/2009,5/26/2009,Success (main peak),8850,3,0,1,0,TRUE,Tseringma Treks
EVER09125,Everest,2009,Spring,4/24/2009,5/22/2009,5/25/2009,Success (main peak),8850,2,0,2,0,TRUE,Tseringma Treks
EVER09126,Everest,2009,Spring,4/14/2009,5/19/2009,5/24/2009,Success (main peak),8850,4,0,3,0,TRUE,Asian Trekking
EVER09127,Everest,2009,Spring,4/12/2009,5/19/2009,5/22/2009,Other,8700,3,0,4,0,TRUE,Himalayan Windhorse Adventure
EVER09128,Everest,2009,Spring,4/18/2009,5/20/2009,5/23/2009,Success (main peak),8850,3,0,6,0,TRUE,Explore Himalaya
EVER09129,Everest,2009,Spring,5/1/2009,6/4/2009,6/8/2009,"Bad weather (storms, high winds)",8300,5,0,0,0,TRUE,Iceland Trekking (Tendi)
EVER09130,Everest,2009,Spring,4/13/2009,5/19/2009,5/24/2009,Success (main peak),8850,4,0,2,0,TRUE,High Altitude Dreams
EVER09131,Everest,2009,Spring,4/20/2009,5/22/2009,5/28/2009,Success (main peak),8850,9,0,6,0,TRUE,Himalayan Guides
EVER09132,Everest,2009,Spring,4/14/2009,5/20/2009,5/23/2009,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER09134,Everest,2009,Spring,4/15/2009,5/19/2009,5/22/2009,"Illness, AMS, exhaustion, or frostbite",8400,1,0,1,0,TRUE,Asian Trekking
EVER09135,Everest,2009,Spring,5/3/2009,5/19/2009,5/21/2009,Success (main peak),8850,1,0,1,0,TRUE,Bochi Bochi Treks
EVER09136,Everest,2009,Spring,4/12/2009,5/20/2009,5/24/2009,Success (main peak),8850,1,0,3,0,TRUE,Asian Trekking
EVER09137,Everest,2009,Spring,4/6/2009,5/20/2009,5/25/2009,Success (main peak),8850,9,0,0,0,TRUE,Thamserku Trekking
EVER09138,Everest,2009,Spring,4/10/2009,5/19/2009,5/25/2009,Success (main peak),8850,10,0,14,0,TRUE,Himalayan Guides
EVER09139,Everest,2009,Spring,4/23/2009,5/18/2009,5/22/2009,"Route technically too difficult, lack of experience, strength, or motivation",8500,1,0,4,0,TRUE,Cosmo Treks
EVER09140,Everest,2009,Spring,4/14/2009,5/19/2009,5/23/2009,"Bad weather (storms, high winds)",7820,2,0,0,0,FALSE,Thamserku Trekking
EVER09141,Everest,2009,Spring,4/8/2009,5/19/2009,5/21/2009,Success (main peak),8850,1,0,2,0,TRUE,Peak Promotion
EVER09142,Everest,2009,Spring,4/12/2009,5/20/2009,5/23/2009,Success (main peak),8850,6,0,7,0,TRUE,Thamserku Trekking
EVER09143,Everest,2009,Spring,4/15/2009,5/19/2009,5/23/2009,Success (main peak),8850,3,0,3,0,TRUE,Prestige Adventure
EVER09144,Everest,2009,Spring,4/17/2009,5/20/2009,5/25/2009,Success (main peak),8850,10,0,9,0,TRUE,Everest Parivar
EVER09145,Everest,2009,Spring,4/9/2009,5/19/2009,5/25/2009,Success (main peak),8850,10,0,15,0,TRUE,High Altitude Dreams
EVER09146,Everest,2009,Spring,4/17/2009,5/18/2009,5/22/2009,Success (main peak),8850,11,0,8,0,TRUE,Rolwaling Treks
EVER09147,Everest,2009,Spring,4/28/2009,5/18/2009,5/23/2009,Success (main peak),8850,2,0,2,0,TRUE,Thamserku Trekking
EVER09148,Everest,2009,Spring,4/17/2009,5/20/2009,5/25/2009,Success (main peak),8850,9,0,7,0,TRUE,Expes.com Treks
EVER09149,Everest,2009,Spring,4/20/2009,5/28/2009,5/29/2009,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7250,6,0,3,0,TRUE,Monterosa Treks
EVER09150,Everest,2009,Spring,4/28/2009,5/20/2009,5/23/2009,Success (main peak),8850,3,0,2,0,TRUE,True North Expedition
EVER09151,Everest,2009,Spring,4/7/2009,5/19/2009,5/25/2009,Success (main peak),8850,12,0,6,0,TRUE,Everest Trekking
EVER09152,Everest,2009,Spring,4/5/2009,5/5/2009,5/25/2009,Success (main peak),8850,20,0,42,0,TRUE,Beyul Adventure
EVER09153,Everest,2009,Spring,4/5/2009,5/20/2009,5/24/2009,Success (main peak),8850,7,0,5,0,TRUE,Beyul Adventure
EVER09154,Everest,2009,Spring,4/12/2009,5/20/2009,5/23/2009,Success (main peak),8850,10,0,12,0,TRUE,Senge Treks & Expeditions
