Itinerary,Leg,Departure_Airport,Departure_Airport_IATA_Abbrv,Departure_Time,Arrival_Airport,Arrival_Airport_IATA_Abbrv,Arrival_Time,Flight_Duration,Aircraft,Airline,Flight_Number,Flight_Overnight,Layover_Duration
126,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:30,Kahului Airport,OGG,2024-02-10 15:15,45,Boeing 717,Hawaiian,HA 326,FALSE,65
126,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
127,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,378
127,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:58,Kahului Airport,OGG,2024-02-10 14:42,44,Boeing 717,Hawaiian,HA 306,FALSE,98
127,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
128,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,1450
128,2,Daniel K. Inouye International Airport,HNL,2024-02-11 7:50,Harry Reid International Airport,LAS,2024-02-11 15:35,345,Airbus A330,Hawaiian,HA 6,FALSE,0
129,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,465
129,2,Daniel K. Inouye International Airport,HNL,2024-02-10 15:25,Harry Reid International Airport,LAS,2024-02-10 23:10,345,Airbus A330,Hawaiian,HA 18,FALSE,0
130,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,223
130,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:23,Kahului Airport,OGG,2024-02-10 12:07,44,Boeing 717,Hawaiian,HA 246,FALSE,253
130,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
131,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,200
131,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:00,Kahului Airport,OGG,2024-02-10 11:44,44,Boeing 717,Hawaiian,HA 236,FALSE,276
131,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
132,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,155
132,2,Daniel K. Inouye International Airport,HNL,2024-02-10 10:15,Kahului Airport,OGG,2024-02-10 10:57,42,Boeing 717,Hawaiian,HA 226,FALSE,323
132,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
133,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,130
133,2,Daniel K. Inouye International Airport,HNL,2024-02-10 9:50,Kahului Airport,OGG,2024-02-10 10:31,41,Boeing 717,Hawaiian,HA 206,FALSE,349
133,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
134,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,325
134,2,Vancouver International Airport (YVR),YVR,2024-02-10 16:05,Portland International Airport,PDX,2024-02-10 17:21,76,De Havilland-Bombardier Dash-8,Air Canada,AC 8654,FALSE,233
134,3,Portland International Airport,PDX,2024-02-10 21:14,Harry Reid International Airport,LAS,2024-02-10 23:23,129,Embraer 175,Alaska,AS 3319,FALSE,0
135,1,Narita International Airport (NRT),NRT,2024-02-10 18:15,Los Angeles International Airport,LAX,2024-02-10 11:15,600,Boeing 777,Singapore Airlines,SQ 12,TRUE,1185
135,2,Los Angeles International Airport,LAX,2024-02-11 7:00,Harry Reid International Airport,LAS,2024-02-11 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
136,1,Narita International Airport (NRT),NRT,2024-02-10 18:15,Los Angeles International Airport,LAX,2024-02-10 11:15,600,Boeing 777,Singapore Airlines,SQ 12,TRUE,1853
136,2,Los Angeles International Airport,LAX,2024-02-11 18:08,Harry Reid International Airport,LAS,2024-02-11 19:22,74,Boeing 737,Alaska,AS 708,FALSE,0
137,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,320
137,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:00,Kahului Airport,OGG,2024-02-10 13:44,44,Boeing 717,Hawaiian,HA 296,FALSE,156
137,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
138,1,Narita International Airport (NRT),NRT,2024-02-10 17:55,Los Angeles International Airport,LAX,2024-02-10 10:50,595,Boeing 787-10,United,UA 33,TRUE,135
138,2,Los Angeles International Airport,LAX,2024-02-10 13:05,Denver International Airport,DEN,2024-02-10 16:29,144,Boeing 757,United,UA 1532,FALSE,181
138,3,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
139,1,Narita International Airport (NRT),NRT,2024-02-10 17:55,Los Angeles International Airport,LAX,2024-02-10 10:50,595,Boeing 787-10,United,UA 33,TRUE,220
139,2,Los Angeles International Airport,LAX,2024-02-10 14:30,Denver International Airport,DEN,2024-02-10 17:54,144,Boeing 737MAX 9 Passenger,United,UA 1554,FALSE,96
139,3,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
140,1,Narita International Airport (NRT),NRT,2024-02-10 17:55,Los Angeles International Airport,LAX,2024-02-10 10:50,595,Boeing 787-10,United,UA 33,TRUE,149
140,2,Los Angeles International Airport,LAX,2024-02-10 13:19,George Bush Intercontinental Airport,IAH,2024-02-10 18:35,196,Boeing 757,United,UA 2495,FALSE,78
140,3,George Bush Intercontinental Airport,IAH,2024-02-10 19:53,Harry Reid International Airport,LAS,2024-02-10 21:22,209,Boeing 737,United,UA 2086,FALSE,0
141,1,Narita International Airport (NRT),NRT,2024-02-10 17:55,Los Angeles International Airport,LAX,2024-02-10 10:50,595,Boeing 787-10,United,UA 33,TRUE,79
141,2,Los Angeles International Airport,LAX,2024-02-10 12:09,George Bush Intercontinental Airport,IAH,2024-02-10 17:25,196,Boeing 737MAX 9 Passenger,United,UA 2657,FALSE,148
141,3,George Bush Intercontinental Airport,IAH,2024-02-10 19:53,Harry Reid International Airport,LAS,2024-02-10 21:22,209,Boeing 737,United,UA 2086,FALSE,0
142,1,Narita International Airport (NRT),NRT,2024-02-10 13:20,Incheon International Airport,ICN,2024-02-10 15:55,155,Airbus A380,Asiana,OZ 101,FALSE,140
142,2,Incheon International Airport,ICN,2024-02-10 18:15,Seattle-Tacoma International Airport,SEA,2024-02-10 11:00,585,Airbus A350,Asiana,OZ 272,TRUE,101
142,3,Seattle-Tacoma International Airport,SEA,2024-02-10 12:41,Harry Reid International Airport,LAS,2024-02-10 15:15,154,Boeing 737,Alaska,AS 678,FALSE,0
143,1,Narita International Airport (NRT),NRT,2024-02-10 17:55,Los Angeles International Airport,LAX,2024-02-10 10:50,595,Boeing 787-10,United,UA 33,TRUE,135
143,2,Los Angeles International Airport,LAX,2024-02-10 13:05,Denver International Airport,DEN,2024-02-10 16:29,144,Boeing 757,United,UA 1532,FALSE,81
143,3,Denver International Airport,DEN,2024-02-10 17:50,Harry Reid International Airport,LAS,2024-02-10 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
144,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,265
144,2,Vancouver International Airport (YVR),YVR,2024-02-10 15:05,Harry Reid International Airport,LAS,2024-02-10 17:53,168,Boeing 737MAX 8 Passenger,Air Canada,AC 1058,FALSE,0
145,1,Narita International Airport (NRT),NRT,2024-02-10 17:55,Los Angeles International Airport,LAX,2024-02-10 10:50,595,Boeing 787-10,United,UA 33,TRUE,126
145,2,Los Angeles International Airport,LAX,2024-02-10 12:56,Harry Reid International Airport,LAS,2024-02-10 14:09,73,Boeing 737,United,UA 2449,FALSE,0
146,1,Narita International Airport (NRT),NRT,2024-02-10 15:50,Incheon International Airport,ICN,2024-02-10 18:40,170,Boeing 777,Asiana,OZ 103,FALSE,130
146,2,Incheon International Airport,ICN,2024-02-10 20:50,San Francisco International Airport,SFO,2024-02-10 14:00,610,Airbus A350,Asiana,OZ 212,TRUE,157
146,3,San Francisco International Airport,SFO,2024-02-10 16:37,Harry Reid International Airport,LAS,2024-02-10 18:12,95,Boeing 737,Alaska,AS 706,FALSE,0
147,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,105
147,2,San Francisco International Airport,SFO,2024-02-10 11:00,Harry Reid International Airport,LAS,2024-02-10 12:45,105,Boeing 737,United,UA 470,FALSE,0
148,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,80
148,2,San Francisco International Airport,SFO,2024-02-10 10:35,Los Angeles International Airport,LAX,2024-02-10 12:10,95,Boeing 737MAX 8 Passenger,United,UA 1897,FALSE,46
148,3,Los Angeles International Airport,LAX,2024-02-10 12:56,Harry Reid International Airport,LAS,2024-02-10 14:09,73,Boeing 737,United,UA 2449,FALSE,0
149,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,229
149,2,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
150,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,95
150,2,San Francisco International Airport,SFO,2024-02-10 10:50,Denver International Airport,DEN,2024-02-10 14:29,159,Boeing 757,United,UA 246,FALSE,96
150,3,Denver International Airport,DEN,2024-02-10 16:05,Harry Reid International Airport,LAS,2024-02-10 17:10,125,Boeing 737,United,UA 517,FALSE,0
151,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,220
151,2,San Francisco International Airport,SFO,2024-02-10 12:55,Denver International Airport,DEN,2024-02-10 16:37,162,Boeing 757,United,UA 1374,FALSE,73
151,3,Denver International Airport,DEN,2024-02-10 17:50,Harry Reid International Airport,LAS,2024-02-10 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
152,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,95
152,2,San Francisco International Airport,SFO,2024-02-10 10:50,Denver International Airport,DEN,2024-02-10 14:29,159,Boeing 757,United,UA 246,FALSE,201
152,3,Denver International Airport,DEN,2024-02-10 17:50,Harry Reid International Airport,LAS,2024-02-10 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
153,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,495
153,2,San Francisco International Airport,SFO,2024-02-10 17:30,Harry Reid International Airport,LAS,2024-02-10 19:15,105,Boeing 737MAX 9 Passenger,United,UA 1896,FALSE,0
154,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,595
154,2,San Francisco International Airport,SFO,2024-02-10 19:10,Harry Reid International Airport,LAS,2024-02-10 20:55,105,Boeing 737,United,UA 1847,FALSE,0
155,1,Narita International Airport (NRT),NRT,2024-02-10 16:55,San Francisco International Airport,SFO,2024-02-10 9:15,560,Boeing 777,United,UA 838,TRUE,805
155,2,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
156,1,Narita International Airport (NRT),NRT,2024-02-10 17:35,Denver International Airport,DEN,2024-02-10 12:05,630,Boeing 787,United,UA 142,TRUE,240
156,2,Denver International Airport,DEN,2024-02-10 16:05,Harry Reid International Airport,LAS,2024-02-10 17:10,125,Boeing 737,United,UA 517,FALSE,0
157,1,Narita International Airport (NRT),NRT,2024-02-10 17:35,Denver International Airport,DEN,2024-02-10 12:05,630,Boeing 787,United,UA 142,TRUE,345
157,2,Denver International Airport,DEN,2024-02-10 17:50,Harry Reid International Airport,LAS,2024-02-10 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
158,1,Narita International Airport (NRT),NRT,2024-02-10 17:35,Denver International Airport,DEN,2024-02-10 12:05,630,Boeing 787,United,UA 142,TRUE,445
158,2,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
159,1,Narita International Airport (NRT),NRT,2024-02-10 17:35,Denver International Airport,DEN,2024-02-10 12:05,630,Boeing 787,United,UA 142,TRUE,1180
159,2,Denver International Airport,DEN,2024-02-11 7:45,Harry Reid International Airport,LAS,2024-02-11 8:48,123,Boeing 737,United,UA 1005,FALSE,0
160,1,Narita International Airport (NRT),NRT,2024-02-10 9:15,Incheon International Airport,ICN,2024-02-10 12:00,165,Airbus A321neo,Korean Air,KE 706,FALSE,540
160,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
161,1,Narita International Airport (NRT),NRT,2024-02-10 17:00,Incheon International Airport,ICN,2024-02-10 19:50,170,Airbus A330,Korean Air,KE 712,FALSE,70
161,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
162,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,170
162,2,Vancouver International Airport (YVR),YVR,2024-02-10 13:30,San Francisco International Airport,SFO,2024-02-10 15:55,145,Boeing 737MAX 8 Passenger,Air Canada,AC 566,FALSE,95
162,3,San Francisco International Airport,SFO,2024-02-10 17:30,Harry Reid International Airport,LAS,2024-02-10 19:15,105,Boeing 737MAX 9 Passenger,United,UA 1896,FALSE,0
163,1,Narita International Airport (NRT),NRT,2024-02-10 9:00,Incheon International Airport,ICN,2024-02-10 11:40,160,Boeing 777,Asiana,OZ 107,FALSE,180
163,2,Incheon International Airport,ICN,2024-02-10 14:40,Los Angeles International Airport,LAX,2024-02-10 8:40,660,Airbus A380,Asiana,OZ 202,TRUE,256
163,3,Los Angeles International Airport,LAX,2024-02-10 12:56,Harry Reid International Airport,LAS,2024-02-10 14:09,73,Boeing 737,United,UA 2449,FALSE,0
164,1,Narita International Airport (NRT),NRT,2024-02-10 13:20,Incheon International Airport,ICN,2024-02-10 15:55,155,Airbus A380,Asiana,OZ 101,FALSE,125
164,2,Incheon International Airport,ICN,2024-02-10 18:00,San Francisco International Airport,SFO,2024-02-10 11:35,635,Boeing 787,United,UA 892,TRUE,89
164,3,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
165,1,Narita International Airport (NRT),NRT,2024-02-10 15:50,Incheon International Airport,ICN,2024-02-10 18:40,170,Boeing 777,Asiana,OZ 103,FALSE,130
165,2,Incheon International Airport,ICN,2024-02-10 20:50,San Francisco International Airport,SFO,2024-02-10 14:00,610,Airbus A350,Asiana,OZ 212,TRUE,210
165,3,San Francisco International Airport,SFO,2024-02-10 17:30,Harry Reid International Airport,LAS,2024-02-10 19:15,105,Boeing 737,United,UA 1896,FALSE,0
166,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,260
166,2,Vancouver International Airport (YVR),YVR,2024-02-10 15:00,San Francisco International Airport,SFO,2024-02-10 17:25,145,Boeing 737,United,UA 1230,FALSE,105
166,3,San Francisco International Airport,SFO,2024-02-10 19:10,Harry Reid International Airport,LAS,2024-02-10 20:55,105,Boeing 737,United,UA 1847,FALSE,0
167,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,515
167,2,Vancouver International Airport (YVR),YVR,2024-02-10 19:15,San Francisco International Airport,SFO,2024-02-10 21:40,145,Boeing 737,United,UA 2423,FALSE,60
167,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
168,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,124
168,2,Vancouver International Airport (YVR),YVR,2024-02-10 12:44,Denver International Airport,DEN,2024-02-10 16:36,172,Boeing 737MAX 8 Passenger,United,UA 1036,FALSE,74
168,3,Denver International Airport,DEN,2024-02-10 17:50,Harry Reid International Airport,LAS,2024-02-10 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
169,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,250
169,2,Vancouver International Airport (YVR),YVR,2024-02-10 14:50,Los Angeles International Airport,LAX,2024-02-10 17:47,177,Boeing 737MAX 8 Passenger,United,UA 387,FALSE,148
169,3,Los Angeles International Airport,LAX,2024-02-10 20:15,Harry Reid International Airport,LAS,2024-02-10 21:28,73,Boeing 737,United,UA 1960,FALSE,0
170,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,205
170,2,Vancouver International Airport (YVR),YVR,2024-02-10 14:05,Denver International Airport,DEN,2024-02-10 17:57,172,Airbus A319,Air Canada,AC 572,FALSE,93
170,3,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
171,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,124
171,2,Vancouver International Airport (YVR),YVR,2024-02-10 12:44,Denver International Airport,DEN,2024-02-10 16:36,172,Boeing 737MAX 8 Passenger,United,UA 1036,FALSE,174
171,3,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
172,1,Narita International Airport (NRT),NRT,2024-02-10 18:55,Vancouver International Airport (YVR),YVR,2024-02-10 10:40,525,Boeing 777,Air Canada,AC 4,TRUE,170
172,2,Vancouver International Airport (YVR),YVR,2024-02-10 13:30,San Francisco International Airport,SFO,2024-02-10 15:55,145,Boeing 737MAX 8 Passenger,Air Canada,AC 566,FALSE,195
172,3,San Francisco International Airport,SFO,2024-02-10 19:10,Harry Reid International Airport,LAS,2024-02-10 20:55,105,Boeing 737,United,UA 1847,FALSE,0
173,1,Narita International Airport (NRT),NRT,2024-02-10 18:25,Dallas Fort Worth International Airport,DFW,2024-02-10 14:50,685,Boeing 787,American,AA 60,TRUE,130
173,2,Dallas Fort Worth International Airport,DFW,2024-02-10 17:00,Los Angeles International Airport,LAX,2024-02-10 18:38,218,Airbus A321,American,AA 1672,FALSE,82
173,3,Los Angeles International Airport,LAX,2024-02-10 20:00,Harry Reid International Airport,LAS,2024-02-10 21:14,74,Airbus A321,American,AA 2785,FALSE,0
174,1,Narita International Airport (NRT),NRT,2024-02-10 13:50,Shanghai Pudong International Airport,PVG,2024-02-10 16:30,220,Airbus A350,China Eastern,MU 524,FALSE,1310
174,2,Shanghai Pudong International Airport,PVG,2024-02-11 14:20,San Francisco International Airport,SFO,2024-02-11 9:30,670,Boeing 777,China Eastern,MU 589,TRUE,214
174,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
175,1,Narita International Airport (NRT),NRT,2024-02-10 15:25,Shanghai Pudong International Airport,PVG,2024-02-10 18:20,235,Boeing 777,China Eastern,MU 522,FALSE,1200
175,2,Shanghai Pudong International Airport,PVG,2024-02-11 14:20,San Francisco International Airport,SFO,2024-02-11 9:30,670,Boeing 777,China Eastern,MU 589,TRUE,214
175,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
176,1,Narita International Airport (NRT),NRT,2024-02-10 19:55,Daniel K. Inouye International Airport,HNL,2024-02-10 7:40,405,Airbus A330,Hawaiian,HA 822,TRUE,405
176,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:25,San Francisco International Airport,SFO,2024-02-10 21:29,304,Boeing 777,United,UA 1141,FALSE,71
176,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
177,1,Narita International Airport (NRT),NRT,2024-02-10 13:20,Incheon International Airport,ICN,2024-02-10 15:55,155,Airbus A380,Asiana,OZ 101,FALSE,305
177,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
178,1,Narita International Airport (NRT),NRT,2024-02-10 15:50,Incheon International Airport,ICN,2024-02-10 18:40,170,Boeing 777,Asiana,OZ 103,FALSE,140
178,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
179,1,Narita International Airport (NRT),NRT,2024-02-10 9:00,Incheon International Airport,ICN,2024-02-10 11:40,160,Boeing 777,Asiana,OZ 107,FALSE,560
179,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
180,1,Narita International Airport (NRT),NRT,2024-02-10 20:35,Daniel K. Inouye International Airport,HNL,2024-02-10 8:25,410,Airbus A380,ANA,NH 184,TRUE,360
180,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:25,San Francisco International Airport,SFO,2024-02-10 21:29,304,Boeing 777,United,UA 1141,FALSE,71
180,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
181,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:20,410,Airbus A380,ANA,NH 182,TRUE,305
181,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:25,San Francisco International Airport,SFO,2024-02-10 21:29,304,Boeing 777,United,UA 1141,FALSE,71
181,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
182,1,Narita International Airport (NRT),NRT,2024-02-10 14:00,Incheon International Airport,ICN,2024-02-10 16:50,170,Boeing 777,Korean Air,KE 704,FALSE,170
182,2,Incheon International Airport,ICN,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 13:40,660,Airbus A380,Korean Air,KE 11,TRUE,120
182,3,Los Angeles International Airport,LAX,2024-02-10 15:40,Harry Reid International Airport,LAS,2024-02-10 16:55,75,Airbus A319,Delta,DL 2444,FALSE,0
183,1,Narita International Airport (NRT),NRT,2024-02-10 17:10,Los Angeles International Airport,LAX,2024-02-10 9:50,580,Boeing 787,JAL,JL 62,TRUE,137
183,2,Los Angeles International Airport,LAX,2024-02-10 12:07,Harry Reid International Airport,LAS,2024-02-10 13:17,70,Boeing 737,American,AA 2388,FALSE,0
184,1,Narita International Airport (NRT),NRT,2024-02-10 18:25,Dallas Fort Worth International Airport,DFW,2024-02-10 14:50,685,Boeing 787,American,AA 60,TRUE,126
184,2,Dallas Fort Worth International Airport,DFW,2024-02-10 16:56,Harry Reid International Airport,LAS,2024-02-10 18:02,186,Airbus A321,American,AA 2864,FALSE,0
185,1,Narita International Airport (NRT),NRT,2024-02-10 18:25,Dallas Fort Worth International Airport,DFW,2024-02-10 14:50,685,Boeing 787,American,AA 60,TRUE,190
185,2,Dallas Fort Worth International Airport,DFW,2024-02-10 18:00,Harry Reid International Airport,LAS,2024-02-10 19:02,182,Boeing 737,American,AA 1880,FALSE,0
186,1,Narita International Airport (NRT),NRT,2024-02-10 18:25,Dallas Fort Worth International Airport,DFW,2024-02-10 14:50,685,Boeing 787,American,AA 60,TRUE,245
186,2,Dallas Fort Worth International Airport,DFW,2024-02-10 18:55,Harry Reid International Airport,LAS,2024-02-10 20:00,185,Airbus A321,American,AA 884,FALSE,0
187,1,Narita International Airport (NRT),NRT,2024-02-10 17:00,San Francisco International Airport,SFO,2024-02-10 9:15,555,Boeing 777,ANA,NH 8,TRUE,805
187,2,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
188,1,Narita International Airport (NRT),NRT,2024-02-10 17:00,San Francisco International Airport,SFO,2024-02-10 9:15,555,Boeing 777,ANA,NH 8,TRUE,105
188,2,San Francisco International Airport,SFO,2024-02-10 11:00,Harry Reid International Airport,LAS,2024-02-10 12:45,105,Boeing 737,United,UA 470,FALSE,0
189,1,Narita International Airport (NRT),NRT,2024-02-10 17:00,San Francisco International Airport,SFO,2024-02-10 9:15,555,Boeing 777,ANA,NH 8,TRUE,229
189,2,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
190,1,Narita International Airport (NRT),NRT,2024-02-10 17:10,Los Angeles International Airport,LAX,2024-02-10 9:50,580,Boeing 787,JAL,JL 62,TRUE,610
190,2,Los Angeles International Airport,LAX,2024-02-10 20:00,Harry Reid International Airport,LAS,2024-02-10 21:14,74,Airbus A321,American,AA 2785,FALSE,0
